"ssn","price","postal_code","size","address"
"931348607013434","363867760","1742311120","279","0710 لاهوتی بن بست, غرب آرمین, تهران 667"
"931348607013434","686870808","8476235953","234","22278 محمدی پل, استان اسرا, همدان 24770"
"918873752793050","790050813","5966525231","188","762 آیلین بلوار سوئیت 616, شهر آرتين, مرکزی 35145"
"918873752793050","504994990","3161797424","206","558 آراد بلوار, جنوب حسنا, قم 563"
"409659517762816","159266063","9978893386","85","53867 محمدامین جنب, دهستان نازنین زهرا, آذربایجان شرقی 622401"
"619387704091770","83636547","1663533289","223","665 آيناز بن بست سوئیت 555, باغات آریا, قزوین 4083"
"826965827618366","434673991","8225919402","215","0457 یوسف بن بست, شرق ریحانه, اصفهان 4172285678"
"298540140229041","761989227","1740829300","121","2179 كیانا جزیره, جنوب علی اكبر, سمنان 5696"
"223566393108885","424553226","2364378059","185","817 زينب تقاطع, جنوب یگانه, ایلام 023726"
"223566393108885","555898169","6818285310","210","011 ابوالفضل آزاد راه واحد 759, شهر سينا, چهارمحال و بختیاری 7746836889"
"24834384492595","840575971","4425436719","121","637 ريحانه تقاطع واحد 821, استان محمد مهدی, چهارمحال و بختیاری 4546"
"656619931223926","166295796","7080354642","170","57237 مهدی میدان, روستای مریم, کرمان 3569061233"
"656619931223926","58040990","5230074250","290","955 فاطمه چهار راه واحد 221, شرق سجاد, سمنان 4244"
"267581462412234","927482594","6857031481","169","47224 سغیری چهار راه, دهستان آرین, لرستان 428"
"267581462412234","222789237","8362545764","229","1301 ضابطی بزرگ راه سوئیت 191, شهرستان عسل, زنجان 626"
"475066747661848","285806481","5811431172","225","43033 ضابطی دره واحد 033, بندر طاها, سیستان و بلوچستان 918"
"475066747661848","662241044","4985008268","264","4315 محيا میدان, شمال مهدیس, زنجان 099"
"194805937677949","279607409","3964634793","263","99001 هنری تقاطع, شرق نيايش, قم 326554"
"170375015742267","415029033","9041900892","239","15870 جعفر پور بزرگ راه سوئیت 730, شرق محمدامین, هرمزگان 4132"
"170375015742267","910751078","2075492878","85","75530 مهدیس دره, شرق محمدعلي, یزد 8777"
"959804021304142","89075747","1839546648","191","95350 فاطمياسارينا تونل, جنوب دانیال, ایلام 141"
"257768541233762","957574849","7465462338","183","3519 شبیری جزیره, باغات اميرمحمد, آذربایجان غربی 57568"
"257768541233762","674101415","5269396678","207","45181 صنایعی بزرگ راه, جنوب مبین, سیستان و بلوچستان 043336"
"527056591844270","570235801","6073763629","170","31792 اسما کوه, دهستان مهدیه, کهگیلویه و بویراحمد 955"
"527056591844270","520918218","4932199898","195","66306 محمدرضا آزاد راه, شمال رقیه, کرمان 3027111978"
"899974269814815","602989365","8936884912","278","59135 زارع بن بست, بندر معصومه, چهارمحال و بختیاری 014"
"347141572617378","890294266","6826153537","237","447 میردامادی تونل سوئیت 618, روستای آرتين, خوزستان 4010618324"
"799574136617994","716985290","6697899829","84","997 حسنی میدان سوئیت 836, شرق باران, ایلام 2122123892"
"384720583860651","218877875","3654099650","93","86458 محمدرضا بزرگ راه سوئیت 661, روستای حدیث, خراسان شمالی 28950"
"384720583860651","373780819","3755983749","285","005 مبینا جاده, غرب محمدجواد, سیستان و بلوچستان 643658"
"87494359066612","439037316","1156221718","115","98793 عباسی جاده سوئیت 356, استان محمدمهدي, مازندران 68589"
"133396335854760","580680258","3340523586","287","26856 اميررضا جاده سوئیت 851, جنوب محمد, فارس 03787"
"133396335854760","853042961","1490320101","135","7467 چنگیزی خیابان سوئیت 099, شرق آراد, لرستان 52668"
"118913886613454","616853581","6029971455","101","63837 فاطمه جاده سوئیت 167, باغات محمد, هرمزگان 936863"
"264356143139947","970880211","8826812796","120","4381 علی شاهی آزاد راه, باغات امیرمهدی, خوزستان 1326"
"264356143139947","684780332","9508767820","204","06424 جلیلی جزیره, شهرستان عرشیا, ایلام 58305"
"9655150677426","916292307","4817214113","254","21708 تنزیلی کوچه سوئیت 546, روستای کيانا, قم 7401"
"921573686375533","524106478","1282259839","129","389 دادفر بزرگ راه واحد 118, دهستان اميررضا, خراسان رضوی 80257"
"774910666784054","872966386","3579656100","253","19317 محمدیاسین چهار راه, بندر ابوالفضل, البرز 7633313033"
"376692651103288","450256524","4870799482","268","68709 اکبر پور میدان واحد 324, غرب محمدرضا, قزوین 33793"
"559426522416995","612224715","6249044901","245","352 آيناز خیابان, روستای عرفان, چهارمحال و بختیاری 54725"
"559426522416995","748924973","7774463795","264","214 زنجانی تقاطع سوئیت 775, شرق نازنین زهرا, سیستان و بلوچستان 124061"
"364428503964685","301891426","8749878683","130","8306 ولاشجردی میدان, جنوب محمدپارسا, آذربایجان شرقی 878419"
"872992018488517","577998356","2413370650","294","8748 وثاق آزاد راه, دهستان مائده, فارس 45200"
"123087482131272","347384816","9015853203","273","64186 حسین دره, شهر سجاد, کردستان 8327"
"701106636825287","538522750","6522969428","212","67434 علی اصغر خیابان, دهستان پرهام, لرستان 373331"
"29579036902275","121455084","5177655560","273","74182 ماهان پل سوئیت 443, شهرستان اميرمهدي, یزد 063"
"355664784078943","444517566","4443008002","244","63501 خسروجردی جزیره سوئیت 038, روستای محمدامین, خراسان 62961"
"611155996662494","999793069","4412795886","147","41032 سمسار آزاد راه واحد 481, بندر ساميار, کردستان 1676300587"
"611155996662494","948601926","4498600208","103","22981 موحد کوه واحد 245, دهستان محمد, چهارمحال و بختیاری 453587"
"79308899291916","964120527","5161128953","290","63330 روحانی دره واحد 570, روستای آرتين, مازندران 5476"
"113840064046219","138271311","4505935181","160","917 آوا تقاطع, دهستان محمدحسین, کرمانشاه 9361"
"29565530417305","501200032","6609231012","157","768 اکبر پور بلوار واحد 028, شرق امیرحسین, کرمانشاه 18307"
"29565530417305","942403569","7893937346","170","134 رفیعی تونل, شرق آريا, قزوین 9854"
"758944901865531","356606027","4427879315","141","55227 عباس پل, باغات ماهان, البرز 15765"
"638312032853808","476180914","4476800146","244","8459 شمشیری خیابان, بندر علي, بوشهر 086644"
"638312032853808","462090721","1970932282","255","13203 لاچینی جزیره, استان نازنین, سمنان 92160"
"34597666994908","244456223","7443174877","252","607 حلما جاده, شهر الینا, هرمزگان 9979"
"34597666994908","272691897","3376219733","289","0227 محدثه بلوار, غرب نیما, قزوین 170088"
"536331167504392","561321818","3895815125","102","2693 قاضی بلوار واحد 281, باغات محمدرضا, مازندران 8365"
"536331167504392","640675823","3590529778","296","35921 محمد کوچه, شرق یاسین, البرز 992"
"801392323423166","591935138","3418093231","201","88894 ايليا کوچه سوئیت 251, غرب محمدیاسین, آذربایجان شرقی 483"
"183984068001072","906625780","4550610876","173","954 ابوطالبی آزاد راه سوئیت 660, شهر زينب, خوزستان 4394035119"
"183984068001072","908265746","4450230650","276","0394 همدانی بن بست سوئیت 420, شرق عليرضا, فارس 734368"
"178013503901686","364019908","9568750875","110","39805 اسرا بلوار سوئیت 433, شهرستان علي, مازندران 61511"
"760527937614551","662194779","5520463524","237","11046 هومن کوه سوئیت 160, دهستان محمدجواد, خوزستان 368663"
"760527937614551","226777712","8244552492","249","440 شاکری پل واحد 028, روستای حسنا, لرستان 045"
"891606789618529","982628354","4654142340","163","31129 عباسی بلوار, شمال مليکا, کهگیلویه و بویراحمد 73038"
"743758583808358","568834358","7525407584","153","583 محمدپارسا دره سوئیت 596, شمال آوا, خراسان 2041"
"743758583808358","944497980","1219166691","83","8196 طاها آزاد راه, جنوب کوثر, قزوین 3810"
"901574469266262","260886648","7824200720","201","2916 عقیلی بزرگ راه, دهستان هانيه, تهران 91546"
"356031759249908","159092314","2789712214","278","995 علي خیابان واحد 592, روستای اميرعباس, خراسان رضوی 7453458658"
"356031759249908","813213172","2976757634","161","3114 هوشیار جزیره, شهر نرگس, آذربایجان شرقی 4796"
"831868312968102","418408777","6700462215","219","6391 گلپایگانی بن بست سوئیت 034, جنوب امیرحسین, گیلان 656277"
"831868312968102","764223640","1105717334","248","0371 زارعی چهار راه سوئیت 913, دهستان طاها, کرمان 92499"
"114378854662413","625981874","5116462378","280","92258 عبدالعلی بزرگ راه واحد 911, روستای اميررضا, البرز 15830"
"739910472721748","207343349","3317308825","264","02907 معصومه جزیره واحد 924, شرق هستی, اردبیل 295938"
"795175522748131","830300589","5675680643","200","9474 محمدمهدي دره, بندر رها, گیلان 8167"
"736482641826380","695029695","7780627924","280","45126 بهار دره, بندر عباس, فارس 031"
"736482641826380","581128150","4593459246","245","5422 دانیال چهار راه, باغات ایلیا, لرستان 229369"
"914981724937214","315921244","7854008911","89","010 محمدامين جاده, استان سبحان, اصفهان 59126"
"627418970308229","182059549","1668430842","149","84266 حنانه کوچه سوئیت 846, استان حنانه, همدان 969775"
"949242480060172","979001886","3517857966","277","46681 حنانه خیابان سوئیت 712, شمال نیایش, خراسان 6358"
"949242480060172","124867500","1020301232","86","90414 محمدرضا بلوار سوئیت 813, شهر آرين, آذربایجان شرقی 9736492829"
"720566632720469","658459325","5790796643","145","1488 رقیه کوه, شرق محمدامین, سیستان و بلوچستان 446"
"720566632720469","336625313","8361044099","227","27947 ظفری بلوار سوئیت 034, بندر نازنين, اصفهان 875"
"689774859453429","424776719","7410209471","195","08278 هانیه خیابان, شمال سارینا, مرکزی 9490"
"689774859453429","80865112","5117264953","139","7852 امیرمهدی چهار راه, شرق حدیث, مرکزی 52718"
"982161355068209","928453381","8129204121","124","030 رودگر جنب, شرق ماهان, چهارمحال و بختیاری 615887"
"749109430765996","642803809","8821107192","119","708 نوروزی جزیره واحد 055, بندر يسنا, خراسان رضوی 317213"
"749109430765996","684275637","6318013410","298","02339 شادروان میدان واحد 114, باغات سارا, قم 858227"
"331894945572745","867494989","7910256961","174","315 محدثه تونل, شهر مهسا, خراسان شمالی 92869"
"316981665866799","597023054","5240128535","182","83650 فاطمه زهرا بن بست واحد 287, روستای آرمین, چهارمحال و بختیاری 8642"
"316981665866799","481581094","8846675230","208","200 تنزیلی آزاد راه, باغات پارسا, کرمانشاه 122793"
"254295698529965","977300590","1099540572","97","096 عباسی تونل, جنوب اميررضا, البرز 3143087267"
"254295698529965","128706568","1653709925","175","87657 رفیعی بن بست واحد 759, باغات سینا, کردستان 282952"
"250924541566651","753156219","8290151857","197","6243 محمدپارسا کوچه واحد 773, شهرستان امیر علی, کردستان 237587"
"690432701309506","439400105","5128625738","246","07060 عسل کوه سوئیت 025, جنوب مهدیس, مازندران 818455"
"388309905381822","859895989","9217021266","297","70575 علي کوه, بندر ثنا, سیستان و بلوچستان 250"
"378591214494391","807999467","2217908958","117","742 ابوطالبی بزرگ راه سوئیت 702, بندر ياسمين, فارس 513761"
"378591214494391","280985621","9010870348","276","3354 نعمتی بن بست واحد 984, بندر فاطمه, قم 1702"
"737650151557443","412087887","5846964692","93","665 ابوالفضل میدان واحد 617, روستای حدیث, سمنان 938358"
"737650151557443","872849219","9432907733","186","73846 نرگس آزاد راه, شهر ثنا, خوزستان 0043276733"
"130109120126496","931518598","7259649472","83","127 جلالی پل, بندر سوگند, بوشهر 2674774275"
"130109120126496","772451014","6227001435","279","08683 سرخوشیان کوچه سوئیت 256, جنوب مبينا, کرمانشاه 5673"
"265136443445237","317698963","2171564428","138","650 اميرعباس کوه واحد 976, غرب پارسا, کرمانشاه 2548"
"265136443445237","359489880","5422610023","94","96123 محمدحسین چهار راه سوئیت 579, بندر عسل, گیلان 9121493240"
"617910380868037","591238045","7850654055","222","96996 پارسا کوچه واحد 213, شمال ابوالفضل, سیستان و بلوچستان 19447"
"283571065345483","921242087","7015041959","130","78618 علي بزرگ راه واحد 383, بندر يوسف, آذربایجان غربی 8189"
"283571065345483","282192460","1256337558","170","479 حریریان جاده واحد 759, جنوب الناز, یزد 1632"
"251757504888378","507925550","9428964558","178","0179 بهمنی جاده, استان رضا, اصفهان 898"
"251757504888378","227807910","3499845448","152","7998 اشرفی بزرگ راه, شمال آرمين, آذربایجان شرقی 203"
"585939869307257","847541118","7092147056","264","112 علي آزاد راه, شهرستان طاها, خوزستان 0827"
"585939869307257","924714268","8847082760","297","115 رقيه جاده سوئیت 479, شهرستان آريا, سمنان 6462169933"
"605972499454347","144904810","8909392941","124","55728 ابوالفضل بلوار واحد 572, جنوب هانیه, اردبیل 964295"
"987394975443556","297108521","5990776930","144","457 احمدی بن بست, غرب سوگند, سمنان 5679"
"41835558017567","306746228","3559082651","152","56227 هومن بلوار واحد 393, شرق محیا, چهارمحال و بختیاری 24452"
"773704072523009","796865660","1331251729","243","35324 پویان پل سوئیت 410, شهرستان متين, لرستان 8458730886"
"274534633682582","467904726","3873884057","261","139 رضا تونل سوئیت 281, روستای ایلیا, هرمزگان 3984"
"22777191321785","799944721","9700146867","193","60200 نعمتی جزیره, روستای علی رضا, کهگیلویه و بویراحمد 62969"
"22777191321785","920750705","9528768157","226","793 محمدحسين میدان واحد 289, شهرستان طاها, البرز 743456"
"806929606102079","386096128","4542196431","278","24016 رضا زاده جنب سوئیت 818, بندر محمدامین, سمنان 752"
"806929606102079","265331368","1093748606","274","6491 مجتهدی میدان واحد 010, بندر آيدا, سمنان 063973"
"907396091086235","165086181","2082873064","250","408 پارسا جزیره, شمال محمد, خراسان شمالی 30227"
"907396091086235","827016654","9680075877","149","888 آیناز خیابان, شمال ملیكا, سیستان و بلوچستان 671044"
"317111429091591","730619638","9511343104","228","3742 آراد دره, شهر هليا, گیلان 8082055186"
"679662009129598","488756693","5236383202","158","47241 يوسف جنب واحد 321, شهرستان علي, تهران 88982"
"679662009129598","85641754","5310643124","221","920 پرهام بن بست, باغات هستي, کرمان 825009"
"632786970416845","194409619","3413058110","225","27561 اسرا آزاد راه سوئیت 400, باغات ملیكا, مرکزی 712157"
"778488824776627","152856104","6766444095","298","39922 ابوالفضل آزاد راه واحد 171, روستای اسما, چهارمحال و بختیاری 9133"
"778488824776627","784430081","9222622444","290","77933 تنزیلی جنب, شمال امیررضا, گیلان 4846039342"
"146248819154724","334874038","6155610321","202","78369 عسل کوه سوئیت 732, جنوب حدیث, سیستان و بلوچستان 063688"
"994372840114047","731816063","1889850791","135","468 رودگر آزاد راه واحد 056, شمال آرتین, کرمان 659686"
"512836054155350","305152013","6031814153","95","6678 اسما جزیره, شمال محمدپارسا, خراسان رضوی 78389"
"539659528855885","775846208","2189483793","280","96398 ثنا پل سوئیت 495, شرق سبحان, گلستان 97677"
"539659528855885","619831238","5166118149","171","55219 ايليا بلوار, استان مهديس, خراسان جنوبی 6935"
"993665477505056","728871936","1697226983","153","70584 گلپایگانی بن بست, شهرستان متین, زنجان 56214"
"27286079002721","998460463","7606734535","115","030 نوری پل, بندر آوا, هرمزگان 2389699888"
"372166217567951","333762626","1453215211","209","455 فاطمه جزیره سوئیت 930, شمال محدثه, گیلان 035"
"372166217567951","266591269","8223995409","286","1904 باران دره, بندر محمدحسین, خراسان 22837"
"396576731490308","56595333","2275068072","227","869 هستي دره واحد 087, جنوب آتنا, خوزستان 1706"
"518078452914167","74831660","1523723504","205","91212 عبدالمالکی کوه, شهرستان محمدرضا, آذربایجان شرقی 9615"
"290887783883402","291427859","8954259163","162","8056 علی پور جنب, استان علي, مرکزی 006168"
"66927300567682","337699966","9686238147","274","9326 مائده جنب سوئیت 446, شهرستان آریا, گیلان 77700"
"455231358374813","157626918","3394445321","113","1325 کمالی بلوار, شمال یاسین, بوشهر 3979490232"
"604412434957996","241391837","5461045806","140","801 علیجانی بزرگ راه واحد 103, شهر مهدی, کهگیلویه و بویراحمد 014"
"604412434957996","503069904","9602700374","98","05335 محیا میدان, استان یاسین, لرستان 469142"
"367510548043424","812168994","9729433491","218","69928 ياسمين کوچه واحد 257, بندر آوا, سیستان و بلوچستان 342"
"158942550494732","824581686","6367221483","176","804 سعیدی میدان واحد 165, شهرستان آوا, آذربایجان غربی 82448"
"113169867730076","453805604","2542775744","296","871 پویان بلوار, شهر آيناز, مرکزی 1158"
"113169867730076","177619576","9470915011","105","669 پویان جاده سوئیت 590, روستای كیانا, فارس 959"
"297917760741018","234455863","8507656593","107","807 آراد چهار راه واحد 767, شهر اميرمهدي, زنجان 6422"
"731392607337072","356100124","2021186319","229","2468 میردامادی جنب, دهستان سوگند, ایلام 9783"
"206250470862491","197219022","8101102114","284","6949 عسل جاده, شهرستان یگانه, اردبیل 6128430605"
"738321681016746","850018722","2468513818","131","212 نازنين تونل واحد 003, غرب محدثه, قم 223750"
"738321681016746","633452337","2345772037","188","02367 محمدرضا کوه, بندر محمدامین, گلستان 278"
"600154648182589","68841935","7492232144","143","378 موسوی بزرگ راه سوئیت 133, بندر آتنا, آذربایجان غربی 0075331064"
"600154648182589","158117767","7911829155","248","596 قاضی پل واحد 102, شهرستان یگانه, خراسان رضوی 684056"
"396091897023024","444318952","8345459588","262","640 علیجانی تقاطع, باغات بنیامین, البرز 3245"
"830338890704861","447278041","7300718481","136","356 ترکاشوند بزرگ راه, شهر بنيامين, همدان 223"
"373109388707375","258010658","4060325971","230","823 حسام پل, بندر امیرعباس, اصفهان 32952"
"112781469274413","256422700","7714015609","116","918 هانيه خیابان, روستای طاها, اردبیل 9679"
"112781469274413","547625498","8348315079","285","073 سلطانی پل واحد 741, شرق محمدیاسین, آذربایجان شرقی 03415"
"798106961645293","207782103","7573271749","258","6359 رها دره, غرب زینب, لرستان 137745"
"798106961645293","351134295","4369511887","82","986 موحد میدان, باغات طاها, مرکزی 09917"
"880025226554960","687484424","6586033659","252","26149 حسنا بزرگ راه سوئیت 014, شهرستان محمدجواد, خوزستان 908691"
"394795031881172","422308926","3694485646","286","2859 اسرا کوه, باغات محمدامین, سمنان 3948"
"394795031881172","539137525","8608205865","167","484 مهدیس بلوار, جنوب احسان, سمنان 1957633038"
"33644821673583","495250878","8777976117","118","4221 هستی تقاطع, استان امیرمهدی, چهارمحال و بختیاری 1512933688"
"33644821673583","716317941","1277917847","86","918 محمدحسين جاده سوئیت 274, شهرستان محمدامين, خراسان رضوی 6469"
"686081946064272","173799371","6464286740","224","8940 متين بن بست سوئیت 578, شهرستان مليکا, فارس 213"
"557478154863198","670921715","6587449543","93","00169 فاطمه زهرا دره سوئیت 918, روستای مریم, خراسان رضوی 4704"
"755053872961950","441273135","3643722638","248","37411 جلیلی آزاد راه سوئیت 336, شهر حنانه, اردبیل 4334"
"755053872961950","481901719","4929467127","294","057 نوری آزاد راه, استان مبين, هرمزگان 980"
"77619735160023","71231490","6500378631","201","12360 ترکاشوند دره سوئیت 170, شمال مهدیه, خوزستان 227"
"626950416728639","425689691","8231755489","258","26661 پارسا آزاد راه واحد 822, شمال ماهان, خراسان جنوبی 377"
"626950416728639","661542610","1892577258","291","9352 علیجانی تقاطع, باغات محيا, مرکزی 308"
"949898016769072","499132613","5935688146","181","3977 رستمی دره, شهرستان مهسا, فارس 2235"
"949898016769072","353615470","2390472234","149","2564 کرمانی کوه, روستای مائده, کرمانشاه 02120"
"788525142509044","252351772","6467801834","174","254 عبدالعلی جزیره سوئیت 377, بندر علی اكبر, سیستان و بلوچستان 6356"
"550684669947513","427534927","9387680670","289","8852 یزدی کوچه واحد 324, جنوب نیایش, البرز 88084"
"550684669947513","308914571","9745631261","93","2497 نوری بن بست واحد 334, بندر علي, خوزستان 9281769431"
"626076601149860","110446409","5219739754","278","197 حنانه چهار راه, بندر بنیامین, خراسان شمالی 1248"
"941967744338709","566584378","1787137297","268","11679 نیلوفری تقاطع, شمال محيا, همدان 5852029970"
"941967744338709","213976379","5588721405","140","699 مجتبوی کوچه سوئیت 452, غرب هستی, مازندران 3294"
"734330090986961","357991189","2792707764","158","93209 نوری آزاد راه سوئیت 796, جنوب آیلین, اصفهان 8070982402"
"734330090986961","514954300","7777654311","131","889 گلپایگانی چهار راه سوئیت 771, غرب حلما, یزد 13411"
"43194763588224","493047640","3512028997","139","17569 ترکاشوند میدان واحد 632, دهستان حسام, خوزستان 91561"
"43194763588224","74281318","5140477985","104","9306 عسل تونل سوئیت 146, غرب سجاد, چهارمحال و بختیاری 8996"
"871616795643056","116077788","7953134233","216","3305 کریمی جاده, شهر متین, کهگیلویه و بویراحمد 4585"
"610225120536233","173138250","2942880548","282","0335 سجاد کوچه, دهستان محیا, تهران 915910"
"214821099015275","582978950","3164634352","103","39942 آتنا کوچه, شهرستان نیما, گلستان 1501"
"214821099015275","534328793","6615804124","169","74213 معین بن بست, شمال ماهان, هرمزگان 401971"
"663672435490009","252153313","6222622944","147","66821 رها تونل واحد 340, غرب پرهام, کرمان 0528"
"333203425602627","133631816","4873152919","87","783 یاسمین کوه, روستای زينب, کردستان 2940849492"
"333203425602627","241664811","9999751401","264","455 محمدی بزرگ راه, شمال پرنيا, اصفهان 59860"
"142170919512448","368912575","5185813940","143","852 شادروان آزاد راه سوئیت 410, شهر یگانه, خوزستان 755988"
"426257392766674","985338707","8264592470","154","39782 نوروزی جزیره سوئیت 535, شهرستان هانیه, خراسان رضوی 447791"
"396365805174203","512659372","9383581326","121","436 زارعی آزاد راه سوئیت 681, باغات ستایش, فارس 3849295790"
"396365805174203","242198508","5932418573","120","2247 اميرعباس پل, استان آیلین, سیستان و بلوچستان 4574"
"511384731454531","308907195","2362607980","256","3196 مهديس کوچه واحد 497, شرق آيناز, مرکزی 261"
"511384731454531","144743565","4466187406","251","01019 سرخوشیان میدان واحد 620, دهستان مهدی, خوزستان 6632068030"
"958283009648500","808233697","4077114781","146","48161 رفیعی بن بست سوئیت 402, شهرستان هستي, زنجان 79342"
"245379656743828","461422540","8533650992","157","540 النا جزیره, بندر اميرحسين, آذربایجان غربی 334"
"245379656743828","452414094","6447748043","294","99566 نعمتی میدان واحد 405, دهستان محيا, آذربایجان شرقی 5653"
"558421481244169","999076153","1559616579","131","398 ابوالفضل جاده واحد 815, غرب پرنيا, آذربایجان غربی 885738"
"558421481244169","250978121","5959377252","93","6148 ماهان جاده واحد 218, باغات محمدجواد, مازندران 805059"
"524725351612930","225202346","7522162579","97","6514 نيايش پل سوئیت 936, بندر آوا, خراسان جنوبی 0769"
"113929529125898","965190024","1484065513","180","421 ایروانی جاده, شهر حلما, چهارمحال و بختیاری 5021552053"
"113929529125898","379559157","9661689547","119","2819 فاطمه زهرا کوه سوئیت 043, باغات مهسا, سمنان 8980532160"
"915271201065225","99504839","4589266363","120","993 لاهوتی آزاد راه, دهستان آتنا, البرز 0181466257"
"915271201065225","353191051","6464635210","237","618 متین دره سوئیت 060, غرب امیرمحمد, همدان 6780361510"
"622941980944300","754136740","1715548600","132","283 ضرغامی پل, بندر مائده, فارس 7960"
"622941980944300","405804547","8271518072","214","8879 ربانی جاده, بندر نیما, کهگیلویه و بویراحمد 408"
"354691667187676","173046711","6418347243","261","92492 آرمین جنب, بندر اميرحسين, خراسان جنوبی 076"
"354691667187676","350298456","8444336320","196","123 یسنا بن بست, غرب محمدياسين, قزوین 0755"
"528748570100005","185687263","9120771311","167","85067 محمد پور تقاطع, بندر ایلیا, هرمزگان 588017"
"528748570100005","896551112","4794419259","225","37203 حدیث کوچه واحد 151, شهرستان عباس, بوشهر 589"
"90286892357215","225258711","8292588462","267","0007 سجاد بن بست واحد 598, شمال محيا, قزوین 617216"
"565047211991543","626435359","8167471390","290","7295 ياسمين آزاد راه, شرق اميررضا, خراسان جنوبی 8841"
"565047211991543","724290951","6139983391","198","6926 رستمی میدان, بندر سوگند, همدان 8969440210"
"273280866773245","816953250","9612104647","220","46283 نوری دره, بندر علیرضا, زنجان 991"
"484242959879282","143246578","8129047144","274","64345 موحد بن بست واحد 746, استان زهرا, قزوین 48224"
"484242959879282","138327993","8520854429","232","7972 آیلین کوه سوئیت 517, شمال اميرحسين, گیلان 67655"
"815099914897201","133374568","2567506445","182","695 طلوعی جنب, غرب كیانا, کرمانشاه 169295"
"623242584725616","383469058","5959358689","254","91505 عرفان بن بست, بندر سجاد, لرستان 675381"
"623242584725616","806747864","9570581843","213","9585 محمدامین آزاد راه, شرق آوا, فارس 1014296563"
"209612762009066","722088525","5886600108","115","9907 محمد پور کوه واحد 086, استان محمد طاها, همدان 602910"
"770361463463064","617935188","2311489513","299","05362 محمدی جاده, روستای علی اكبر, فارس 5581219823"
"770361463463064","161262362","8931215805","212","6699 سماوات تونل, شمال محمد طاها, کردستان 1424"
"365473574655427","356487761","8071107039","247","30140 حدیث بزرگ راه واحد 652, شمال ریحانه, خراسان شمالی 557572"
"305510425538071","929024688","4921664874","256","048 ضرغامی جاده, جنوب محمد طاها, فارس 9778623507"
"305510425538071","740961036","2006830694","190","81450 ابوالفضل بزرگ راه واحد 078, شهرستان مبینا, یزد 0302"
"892157900023401","544935902","7335088563","266","9853 آرش جاده, شرق عرشیا, یزد 44678"
"677500759051582","908638733","1793925703","178","23066 محیا پل سوئیت 551, بندر علی اكبر, آذربایجان غربی 205206"
"579970384915548","793176482","2457341341","215","2607 اسما بن بست, روستای ثنا, زنجان 7338"
"599804272187441","633283679","6101932888","210","901 محمدرضا بلوار واحد 381, غرب اميرعباس, هرمزگان 89534"
"599804272187441","941981757","1346541689","213","40340 ابوطالبی جاده سوئیت 290, روستای مبينا, فارس 352336"
"471175655559308","671272251","4564368039","142","0093 تنزیلی آزاد راه واحد 952, باغات هانیه, قزوین 86604"
"732738946356947","105062297","3909661373","207","137 النا جاده واحد 032, روستای دانیال, خوزستان 292122"
"391250274732140","236687451","9198281293","89","6189 نیلوفری بن بست سوئیت 235, باغات باران, مازندران 383631"
"463732447109388","999581541","8159584499","263","7805 کرمانی تقاطع, باغات عليرضا, مازندران 02996"
"463732447109388","374648110","1069059509","294","041 رضا زاده کوه سوئیت 850, شهر ثنا, زنجان 0896"
"842250126405384","350999779","7522203476","289","52133 رودگر تقاطع واحد 419, روستای آرش, کهگیلویه و بویراحمد 4893"
"842250126405384","646430885","4583383586","198","128 جلیلی جزیره, شرق آرش, کرمان 9532"
"59322881254838","173653664","3945339058","267","1290 آوا بزرگ راه, شرق آرتین, گیلان 2389220697"
"276670797648166","164647294","4741675002","190","7414 زینب کوچه واحد 493, جنوب آیناز, بوشهر 06046"
"362695952597087","908360337","1554981622","236","6142 يسنا جنب واحد 928, روستای علی, بوشهر 28540"
"362695952597087","51611634","9379662807","236","861 حنانه تونل, شهر محدثه, ایلام 0802974040"
"84767859439613","437504777","4493698611","151","66834 پارسا جنب, استان باران, کرمانشاه 9899"
"84767859439613","219286041","8862426299","278","282 جلالی بزرگ راه, شهرستان یلدا, اصفهان 4477"
"6875933359739","537639034","6435712524","155","4269 علی کوه سوئیت 207, استان آرمين, سیستان و بلوچستان 4800"
"6875933359739","591535441","8156082005","196","530 اسرا بلوار واحد 479, شمال حسنا, گلستان 339"
"143716903035739","338864608","9096867195","195","89967 ملیكا جاده, روستای حسام, اصفهان 066"
"143716903035739","819412686","7728873500","126","0596 فاطمياسارينا جاده واحد 875, غرب محمدمهدي, ایلام 4962078137"
"615827159667994","499096783","4009718774","124","29003 محمدامين تقاطع, شرق ماهان, سمنان 9133347498"
"615827159667994","928724306","2658768500","104","0368 سماوات میدان سوئیت 678, شمال الناز, خراسان 438904"
"159008177616914","550438774","7364673553","180","203 ياسين کوچه واحد 017, غرب سوگند, سمنان 252"
"159008177616914","378720959","6993929703","277","6423 روحانی بن بست, باغات عسل, خراسان جنوبی 69561"
"653181746279577","518715285","7091941984","181","8285 تهرانی چهار راه واحد 276, شرق محمدياسين, سیستان و بلوچستان 679751"
"653181746279577","239973901","2009541373","261","2058 هدایت تقاطع سوئیت 978, جنوب بنیامین, هرمزگان 512"
"769395066627096","849188821","7978816818","207","5985 جلالی جنب واحد 876, شرق محدثه, فارس 50243"
"769395066627096","259422137","3511834284","208","8013 اميرعباس پل, شهر متين, خوزستان 7918866970"
"35459522256080","252449943","5323047351","118","44466 ظفری خیابان واحد 668, استان رقیه, کرمانشاه 2133"
"35459522256080","109214541","3274940028","255","3985 علي بلوار, روستای عرفان, زنجان 832"
